"content-center href","rounded-2xl src","inline","flex","text-xs","text-xs 2","line-clamp-1","styles_tooltip-text__bYBqF","line-clamp-1 2","styles_tooltip-text__bYBqF 2","mr-2","mr-2 href","whitespace-nowrap","pl-1","pl-1 2","pl-1 3","text-xs 3","line-clamp-1 3","inline-flex","mr-2 2","mr-2 href 2","whitespace-nowrap 2","pl-1 4","text-xs 5","mr-2 3","mr-2 href 3","whitespace-nowrap 3","pl-1 5","pl-1 6","text-xs 7"
"https://wellfound.com/company/bobyard","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/9895702-ad029c23b7d39790d10df1614a934fdf-medium_jpg.jpg?buster=1765990583","Bobyard","Actively Hiring","AI cost estimates for construction","11-50 Employees","Growing fast","Showed strong hiring growth in the past month","Recently funded","Raised funding in the past six months","Full Stack Engineer","https://wellfound.com/jobs/3222352-full-stack-engineer","Full-time","$120k – $150k • 0.025% – 0.05%","In office • San Francisco","0 years of exp","3 weeks ago","","","Full Stack Engineer","https://wellfound.com/jobs/3605015-full-stack-engineer","Full-time","$120k – $150k • 0.025% – 0.05%","4 weeks ago","Computer Vision Research Engineer","https://wellfound.com/jobs/3605013-computer-vision-research-engineer","Full-time","In office • San Francisco","0 years of exp","3 months ago"
"https://wellfound.com/company/teleskope-6","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/8888977-e6f61db188577660ddb1c92c49ee8251-medium_jpg.jpg?buster=1748960256","Teleskope","Actively Hiring","Developer First Data Security Platform","11-50 Employees","B2B","Startup in initial stages","Early Stage","","Software Engineer II","https://wellfound.com/jobs/3845219-software-engineer-ii","Full-time","$130k – $160k","Remote • New York","$150k – $190k","3 weeks ago","","","Customer Engineer","https://wellfound.com/jobs/3845218-customer-engineer","Full-time","Remote • New York","3 weeks ago","Machine Learning Engineer","https://wellfound.com/jobs/3776990-machine-learning-engineer","Full-time","$160k – $190k","Remote • New York","1 month ago"
"https://wellfound.com/company/getaleph","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/8453824-10cfa1b717c3a37fad098807b7165d34-medium_jpg.jpg?buster=1746120544","Aleph","Actively Hiring","AI-native FP&A that connects your data, strategy, and spreadsheets","11-50 Employees","Responds within two weeks","Based on past data, Aleph usually responds to incoming applications within two weeks","B2B","Startup in initial stages","Frontend Engineer","https://wellfound.com/jobs/3795060-frontend-engineer","Full-time","$75k – $315k","Remote only • United States","$75k – $315k","1 month ago","Early Stage","+2","Software Engineer","https://wellfound.com/jobs/3172551-software-engineer","Full-time","Remote only • United States","7 months ago","","","","","",""
"https://wellfound.com/company/mintlify-2","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/9275609-384a312693aa3c7d5ee1db3d7cf18c5c-medium_jpg.jpg?buster=1672382767","Mintlify","Actively Hiring","Join us in our mission to empower builders","11-50 Employees","B2B","Startup in initial stages","Early Stage","This company has received a significant amount of investment from top investors","Support Engineer (Remote)","https://wellfound.com/jobs/3802411-support-engineer-remote","Full-time","San Francisco","$120k – $150k","San Francisco","1 month ago","Top Investors","+1","Solutions Engineer - Post Sales","https://wellfound.com/jobs/3802410-solutions-engineer-post-sales","Full-time","$85k – $100k","1 month ago","Support Engineer","https://wellfound.com/jobs/3470706-support-engineer","Full-time","San Francisco","","2 months ago"
"https://wellfound.com/company/finch-care","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/8503222-0a6d976515228c3d783a252f0da184ee-medium_jpg.jpg?buster=1631143208","Finch Care","Actively Hiring","Self-Care Virtual Pet","11-50 Employees","B2C","Startup in initial stages","Early Stage","","Product Engineer","https://wellfound.com/jobs/2982931-product-engineer","Full-time","$220k – $260k • 0.0% – 0.1%","Remote only • United States","2 years of exp","4 weeks ago","","","","","","","","","","","","",""
"https://wellfound.com/company/moab-3","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/10034856-01731948191d4d45d4cb2b493ff04159-medium_jpg.jpg?buster=1710341408","Moab","","Equipment rental & dealer software, reimagined","1-10 Employees","Top 10% of responders","Moab is in the top 10% of companies in terms of response time to applications","Responds within a week","Based on past data, Moab usually responds to incoming applications within a week","Data Analyst - Implementation","https://wellfound.com/jobs/3538396-data-analyst-implementation","Full-time","$110k – $160k","New York City","","4 months ago","","","","","","","","","","","","",""
"https://wellfound.com/company/weleap","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/10310311-dd120c5b94e96cc57428a74be6f38c2f-medium_jpg.jpg?buster=1759952131","WeLeap","Actively Hiring","We give young adults an AI sidekick that turns money stress into lasting financial freedom","1-10 Employees","Top 5% of responders","WeLeap is in the top 5% of companies in terms of response time to applications","Responds within a few days","Based on past data, WeLeap usually responds to incoming applications within a few days","Back-End Founding Engineer (Equity-Only)","https://wellfound.com/jobs/3623026-back-end-founding-engineer-equity-only","Full-time","Remote only • United States","5 years of exp","Remote only • United States","1 week ago","","","Founding Engineer (Equity-Only)","https://wellfound.com/jobs/3528027-founding-engineer-equity-only","Full-time","5 years of exp","2 months ago","","","","","",""
"https://wellfound.com/company/taxbit","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/6227021-583ab541af6517fdd95f81b3d78a25b0-medium_jpg.jpg?buster=1535488031","TaxBit","Actively Hiring","Automated Real-Time Cryptocurrency Tax Calculations","51-200 Employees","Top 10% of responders","TaxBit is in the top 10% of companies in terms of response time to applications","Responds within two weeks","Based on past data, TaxBit usually responds to incoming applications within two weeks","Principal Product Marketing Manager","https://wellfound.com/jobs/3916476-principal-product-marketing-manager","Full-time","$180k – $210k","San Francisco","$180k – $210k","1 week ago","B2C","+4","Principal Product Marketing Manager","https://wellfound.com/jobs/3789632-principal-product-marketing-manager","Full-time","Seattle","1 month ago","Forward Deployed Engineer","https://wellfound.com/jobs/3543951-forward-deployed-engineer","Full-time","$182k – $260k SGD","Remote • Seattle","3 months ago"
"https://wellfound.com/company/scan-com-3","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/10490243-e1cc2e3f668402aa9666016107a0785c-medium_jpg.jpg?buster=1744322669","Scan.com","Actively Hiring","We are the imaging intelligence platform empowering people to own their health","51-200 Employees","Top 10% of responders","Scan.com is in the top 10% of companies in terms of response time to applications","Responds within a week","Based on past data, Scan.com usually responds to incoming applications within a week","QA Engineer","https://wellfound.com/jobs/3827945-qa-engineer","Full-time","$65k – $80k","Remote • Atlanta","","1 month ago","Growth Stage","","","","","","","","","","","",""
"https://wellfound.com/company/dealpath","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/458558-f34afed46fc07eaed62a9a954f2c95a1-medium_jpg.jpg?buster=1672369972","Dealpath","Actively Hiring","Built for real estate investors. Engineered for performance","11-50 Employees","Responds within three weeks","Based on past data, Dealpath usually responds to incoming applications within three weeks","B2B","Expanding market presence","Senior Software Engineer","https://wellfound.com/jobs/3177554-senior-software-engineer","Full-time","$175k – $215k","New York","","8 months ago","Growth Stage","+2","","","","","","","","","","",""
"https://wellfound.com/company/on1-3","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/10011114-cbae7bbb71f08a27fd738c82d9a4f94b-medium_jpg.jpg?buster=1709008610","ON1","Actively Hiring","Our mission is to deliver the tools photographers need to organize, edit and share their photos","11-50 Employees","Top 1% of responders","ON1 is in the top 1% of companies in terms of response time to applications","Responds within a day","Based on past data, ON1 usually responds to incoming applications within a day","Senior Software Engineer (C++, Mobile, Cloud)","https://wellfound.com/jobs/3826280-senior-software-engineer-c-mobile-cloud","Full-time","$135k – $155k • No equity","Remote only • United States","5 years of exp","1 month ago","B2C","+1","","","","","","","","","","",""
"https://wellfound.com/company/skillup-coalition-1","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/10886420-2ced9a89a06dafd3d9420bd3e37e192d-medium_jpg.jpg?buster=1772570669","SkillUp Coalition","Actively Hiring","","11-50 Employees","","","","","Software Engineering Manager","https://wellfound.com/jobs/3934835-software-engineering-manager","Full-time","$130k – $180k • No equity","Remote only • United States","7 years of exp","1 week ago","","","","","","","","","","","","",""
"https://wellfound.com/company/farmers-business-network","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/578478-b5c37e207f26a208bfc301ea3260e823-medium_jpg.jpg?buster=1421953749","Farmers Business Network","","An Almanac for the Modern Farmer","501-1000 Employees","B2B","Rapidly increasing operations","Scale Stage","This company has received a significant amount of investment from top investors","Data Analytics Engineer","https://wellfound.com/jobs/2154901-data-analytics-engineer","Full-time","United States","California","California","3 years ago","Top Investors","+1","Front End Engineer - Connect","https://wellfound.com/jobs/2052839-front-end-engineer-connect","Full-time","","3 years ago","Back End Engineer - Finance","https://wellfound.com/jobs/1643058-back-end-engineer-finance","Full-time","","","4 years ago"
"https://wellfound.com/company/twenty-labs","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/10609453-968dae0d64344f0ea64948f7c2f54fa3-medium_jpg.jpg?buster=1752608429","Twenty Labs","Actively Hiring","AI agents for financial analysts, founded by Google DeepMind researchers","1-10 Employees","","","","","Member of Technical Staff -- Founding Engineer (Data)","https://wellfound.com/jobs/3805182-member-of-technical-staff-founding-engineer-data","Full-time","$150k – $300k","San Mateo","","1 month ago","","","","","","","","","","","","",""
"https://wellfound.com/company/leanscale-team","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/10186233-25f467674e524dab867a9ad7afd83145-medium_jpg.jpg?buster=1770766412","LeanScale","Actively Hiring","McKinsey for Startups","11-50 Employees","","","","","Senior GTM Engineer","https://wellfound.com/jobs/3885243-senior-gtm-engineer","Full-time","$80k – $125k • 0.115% – 0.5%","Remote only • North America","4 years of exp","2 weeks ago","","","","","","","","","","","","",""
"https://wellfound.com/company/c-squared-labs-1","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/10828308-1380a41a3f957b377f802720a1499b77-medium_jpg.jpg?buster=1768797057","C Squared Labs","Actively Hiring","AI Agents","11-50 Employees","Top 10% of responders","C Squared Labs is in the top 10% of companies in terms of response time to applications","Responds within a week","Based on past data, C Squared Labs usually responds to incoming applications within a week","Senior Full-Stack Engineer (IC5/6) | Enterprise AI Platforms","https://wellfound.com/jobs/3904355-senior-full-stack-engineer-ic5-6-enterprise-ai-platforms","Full-time","In office • New York City","5 years of exp","In office • New York City","2 weeks ago","","","Senior Backend Engineer","https://wellfound.com/jobs/3768650-senior-backend-engineer","Full-time","5 years of exp","1 month ago","Senior Backend Engineer","https://wellfound.com/jobs/3768648-senior-backend-engineer","Full-time","In office • San Francisco Bay Area","5 years of exp","1 month ago"
